,제휴사,대분류코드,중분류코드,소분류코드,중분류명,소분류명,분류,고급/일반,내구/준내구/비내구,편의/선매/전문
1602,B,9,907,B090702,반찬류,김치,젓갈/반찬,고급,비내구,편의
1603,B,9,907,B090703,반찬류,젓갈,젓갈/반찬,고급,비내구,편의
1604,B,9,907,B090704,반찬류,반찬,젓갈/반찬,고급,비내구,편의
1605,B,43,4304,B430401,냉장반찬,단무지,젓갈/반찬,고급,비내구,편의
1606,B,43,4304,B430402,냉장반찬,포장김치,젓갈/반찬,고급,비내구,편의
1607,B,43,4304,B430403,냉장반찬,냉장간편식,젓갈/반찬,고급,비내구,편의
1608,B,43,4304,B430404,냉장반찬,냉장장류,젓갈/반찬,고급,비내구,편의
1609,B,43,4304,B430405,냉장반찬,온라인 냉장반찬,젓갈/반찬,고급,비내구,편의
1610,B,59,5902,B590201,포장반찬,포장반찬,젓갈/반찬,고급,비내구,편의
1611,B,59,5903,B590301,김치류,김치류,젓갈/반찬,고급,비내구,편의
1612,B,59,5904,B590401,반찬류,즉석반찬,젓갈/반찬,고급,비내구,편의
1613,B,59,5904,B590402,반찬류,밑반찬,젓갈/반찬,고급,비내구,편의
1614,B,59,5905,B590501,포장젓갈,포장젓갈,젓갈/반찬,고급,비내구,편의
1615,B,60,6001,B600101,젓갈류,젓갈류,젓갈/반찬,고급,비내구,편의
1616,B,63,6301,B630101,반찬,김치행사,젓갈/반찬,고급,비내구,편의
1617,B,63,6301,B630102,반찬,반찬행사,젓갈/반찬,고급,비내구,편의
1618,B,63,6301,B630103,반찬,젓갈행사,젓갈/반찬,고급,비내구,편의
1619,B,73,7301,B730101,포장반찬HMR,볶음/무침반찬,젓갈/반찬,고급,비내구,편의
1620,B,73,7301,B730102,포장반찬HMR,절임반찬,젓갈/반찬,고급,비내구,편의
1621,B,73,7301,B730103,포장반찬HMR,조림반찬,젓갈/반찬,고급,비내구,편의
1622,B,73,7301,B730104,포장반찬HMR,포장젓갈,젓갈/반찬,고급,비내구,편의
1623,C,6,601,C060101,반찬류,즉석김치류,젓갈/반찬,고급,비내구,편의
1624,C,6,601,C060102,반찬류,즉석조림반찬,젓갈/반찬,고급,비내구,편의
1625,C,6,601,C060103,반찬류,즉석절임반찬,젓갈/반찬,고급,비내구,편의
1626,C,6,601,C060104,반찬류,즉석볶음반찬,젓갈/반찬,고급,비내구,편의
1627,C,6,601,C060105,반찬류,즉석무침반찬,젓갈/반찬,고급,비내구,편의
1628,C,6,601,C060106,반찬류,즉석국탕,젓갈/반찬,고급,비내구,편의
1629,C,6,601,C060107,반찬류,즉석나물/부침,젓갈/반찬,고급,비내구,편의
1630,C,6,601,C060108,반찬류,즉석반찬원부재료,젓갈/반찬,고급,비내구,편의
1631,A,1,108,A010801,건강식품,건강식품(홍삼),건강식품,고급,비내구,전문
1632,A,1,108,A010802,건강식품,건강식품,건강식품,고급,비내구,전문
1633,A,1,108,A010803,건강식품,건강식품(비타민),건강식품,고급,비내구,전문
1634,B,13,1303,B130301,건강식품,건강식품,건강식품,고급,비내구,전문
1635,B,13,1303,B130302,건강식품,꿀,건강식품,고급,비내구,전문
1636,B,13,1303,B130303,건강식품,홍삼,건강식품,고급,비내구,전문
1637,B,13,1303,B130304,건강식품,비타민,건강식품,고급,비내구,전문
1638,B,13,1303,B130305,건강식품,꿀 선물세트,건강식품,고급,비내구,전문
1639,B,13,1303,B130306,건강식품,건강선물세트,건강식품,고급,비내구,전문
1640,B,55,5503,B550301,건강선물세트,인삼세트,건강식품,고급,비내구,전문
1641,B,55,5503,B550302,건강선물세트,한방세트,건강식품,고급,비내구,전문
1642,B,55,5503,B550303,건강선물세트,견과선물세트,건강식품,고급,비내구,전문
1643,B,55,5503,B550304,건강선물세트,양념류선물세트,건강식품,고급,비내구,전문
1644,B,55,5503,B550305,건강선물세트,온라인 선물세트,건강식품,고급,비내구,전문
1645,B,55,5503,B550306,건강선물세트,약용버섯세트,건강식품,고급,비내구,전문
1646,B,55,5503,B550307,건강선물세트,더덕세트,건강식품,고급,비내구,전문
1647,B,55,5503,B550308,건강선물세트,혼합세트,건강식품,고급,비내구,전문
1648,B,55,5505,B550501,생활한방,한방식재,건강식품,고급,비내구,전문
1649,B,55,5505,B550502,생활한방,한방재,건강식품,고급,비내구,전문
1650,B,55,5505,B550503,생활한방,한방차,건강식품,고급,비내구,전문
1651,B,55,5506,B550601,한방식재류,한방식재,건강식품,고급,비내구,전문
1652,B,55,5506,B550602,한방식재류,간편한방식재,건강식품,고급,비내구,전문
1653,B,55,5507,B550701,한방차,한차,건강식품,고급,비내구,전문
1654,B,55,5507,B550702,한방차,허브,건강식품,고급,비내구,전문
1655,B,75,7501,B750101,비타민,단일비타민,건강식품,고급,비내구,전문
1656,B,75,7501,B750102,비타민,발포비타민,건강식품,고급,비내구,전문
1657,B,75,7501,B750103,비타민,종합비타민,건강식품,고급,비내구,전문
1658,B,75,7502,B750201,기능성건강,기타기능건강,건강식품,고급,비내구,전문
1659,B,75,7502,B750202,기능성건강,뼈건강,건강식품,고급,비내구,전문
1660,B,75,7502,B750203,기능성건강,온라인기능성건강,건강식품,고급,비내구,전문
1661,B,75,7502,B750204,기능성건강,프로바이틱스,건강식품,고급,비내구,전문
1662,B,75,7502,B750205,기능성건강,헬스건강,건강식품,고급,비내구,전문
1663,B,75,7502,B750206,기능성건강,혈행개선,건강식품,고급,비내구,전문
1664,B,75,7503,B750301,홍인삼,전통건강식품,건강식품,고급,비내구,전문
1665,B,75,7503,B750302,홍인삼,홍삼농축액,건강식품,고급,비내구,전문
1666,B,75,7503,B750303,홍인삼,홍삼즙,건강식품,고급,비내구,전문
1667,B,75,7503,B750304,홍인삼,홍삼첨가식품,건강식품,고급,비내구,전문
1668,B,75,7505,B750501,건강선물세트,건강기능성선물세트,건강식품,고급,비내구,전문
1669,B,75,7505,B750502,건강선물세트,홍삼선물세트,건강식품,고급,비내구,전문
1670,C,13,1306,C130601,건강식품,일반비타민,건강식품,고급,비내구,전문
1671,C,13,1306,C130602,건강식품,유산균/프로바이오틱스,건강식품,고급,비내구,전문
1672,C,13,1306,C130603,건강식품,건강보조식품세트,건강식품,고급,비내구,전문
1673,C,13,1306,C130604,건강식품,홍삼세트,건강식품,고급,비내구,전문
1674,C,13,1306,C130605,건강식품,홍삼/인삼혼합세트,건강식품,고급,비내구,전문
1675,C,13,1306,C130606,건강식품,토종꿀,건강식품,고급,비내구,전문
1676,C,13,1306,C130607,건강식품,양봉꿀,건강식품,고급,비내구,전문
1677,C,13,1306,C130608,건강식품,꿀세트,건강식품,고급,비내구,전문
1678,D,3,302,D030201,건강기능식품,종합영양제,건강식품,고급,비내구,전문
1679,D,3,302,D030202,건강기능식품,일반비타민,건강식품,고급,비내구,전문
1680,D,3,302,D030203,건강기능식품,기타영양제,건강식품,고급,비내구,전문
1681,D,3,302,D030204,건강기능식품,운동보조식품,건강식품,고급,비내구,전문
1682,D,3,302,D030205,건강기능식품,다이어트보조식품,건강식품,고급,비내구,전문
1683,D,3,302,D030206,건강기능식품,미용보조식품,건강식품,고급,비내구,전문
1684,D,3,302,D030207,건강기능식품,건강보조식품세트,건강식품,고급,비내구,전문
1685,D,3,303,D030301,일반의약외품,안전상비의약외품,건강식품,고급,비내구,전문
1686,D,3,303,D030302,일반의약외품,콘돔,건강식품,고급,비내구,전문
1687,D,3,303,D030303,일반의약외품,건강마스크,건강식품,고급,비내구,전문
1688,D,3,303,D030304,일반의약외품,밴드류,건강식품,고급,비내구,전문
1689,D,3,303,D030305,일반의약외품,렌즈관리용품,건강식품,고급,비내구,전문
1690,D,3,303,D030306,일반의약외품,온/냉찜질용품,건강식품,고급,비내구,전문
1691,A,1,109,A010901,주류,주류,주류,고급,비내구,편의
1692,A,1,109,A010902,주류,음료,주류,고급,비내구,편의
1693,A,1,109,A010903,주류,한차,주류,고급,비내구,편의
1694,A,1,109,A010904,주류,공병,주류,고급,비내구,편의
1695,A,1,109,A010905,주류,기타음료,주류,고급,비내구,편의
1696,B,16,1601,B160101,소주,병소주,주류,고급,비내구,편의
1697,B,16,1601,B160102,소주,페트소주,주류,고급,비내구,편의
1698,B,16,1602,B160201,맥주,국산맥주,주류,고급,비내구,편의
1699,B,16,1602,B160202,맥주,수입맥주,주류,고급,비내구,편의
1700,B,16,1602,B160203,맥주,무알콜맥주,주류,고급,비내구,편의
1701,B,16,1603,B160301,와인,레드와인,주류,고급,비내구,편의
1702,B,16,1603,B160302,와인,화이트와인,주류,고급,비내구,편의
1703,B,16,1603,B160303,와인,와인선물세트,주류,고급,비내구,편의
1704,B,16,1604,B160401,전통주,민속주,주류,고급,비내구,편의
1705,B,16,1604,B160402,전통주,막걸리,주류,고급,비내구,편의
1706,B,16,1604,B160403,전통주,과실주,주류,고급,비내구,편의
1707,B,16,1604,B160404,전통주,전통주선물세트,주류,고급,비내구,편의
1708,B,16,1605,B160501,양주,동양전통주,주류,고급,비내구,편의
1709,B,16,1605,B160502,양주,위스키,주류,고급,비내구,편의
1710,B,16,1605,B160503,양주,일본술,주류,고급,비내구,편의
1711,B,16,1605,B160504,양주,브랜디,주류,고급,비내구,편의
1712,B,16,1605,B160505,양주,리큐르,주류,고급,비내구,편의
1713,B,16,1605,B160506,양주,중국술,주류,고급,비내구,편의
1714,B,16,1605,B160507,양주,양주선물세트,주류,고급,비내구,편의
1715,C,12,1201,C120101,소주,일반소주,주류,고급,비내구,편의
1716,C,12,1201,C120102,소주,칵테일소주,주류,고급,비내구,편의
1717,C,12,1201,C120103,소주,담금소주,주류,고급,비내구,편의
1718,C,12,1202,C120201,맥주,국산맥주,주류,고급,비내구,편의
1719,C,12,1202,C120202,맥주,수입맥주,주류,고급,비내구,편의
1720,C,12,1203,C120301,와인,레드와인,주류,고급,비내구,편의
1721,C,12,1203,C120302,와인,화이트와인,주류,고급,비내구,편의
1722,C,12,1203,C120303,와인,스파클링와인,주류,고급,비내구,편의
1723,C,12,1203,C120304,와인,와인세트,주류,고급,비내구,편의
1724,C,12,1204,C120401,양주,위스키,주류,고급,비내구,편의
1725,C,12,1204,C120402,양주,브랜디/꼬냑,주류,고급,비내구,편의
1726,C,12,1204,C120403,양주,리큐르,주류,고급,비내구,편의
1727,C,12,1204,C120404,양주,기타양주,주류,고급,비내구,편의
1728,C,12,1205,C120501,전통주,막걸리,주류,고급,비내구,편의
1729,C,12,1205,C120502,전통주,청주,주류,고급,비내구,편의
1730,C,12,1205,C120503,전통주,과실주/담금주,주류,고급,비내구,편의
1731,C,12,1205,C120504,전통주,중국술,주류,고급,비내구,편의
1732,C,12,1205,C120505,전통주,일본술,주류,고급,비내구,편의
1733,C,12,1205,C120506,전통주,기타전통주,주류,고급,비내구,편의
1734,C,12,1205,C120507,전통주,전통주세트,주류,고급,비내구,편의
1735,C,12,1206,C120601,기타음주류,공병/공박스,주류,고급,비내구,편의
1736,A,1,110,A011001,차/커피,디저트류,차/커피,고급,비내구,편의
1737,A,1,110,A011002,차/커피,가공2단기행사,차/커피,고급,비내구,편의
1738,A,1,110,A011003,차/커피,원두커피,차/커피,고급,비내구,편의
1739,A,1,110,A011004,차/커피,수입식품,차/커피,고급,비내구,편의
1740,B,8,804,B080401,카페,커피,차/커피,고급,비내구,편의
1741,B,8,804,B080402,카페,생과일,차/커피,고급,비내구,편의
1742,B,8,804,B080403,카페,베이커리,차/커피,고급,비내구,편의
1743,B,8,804,B080404,카페,아이스크림,차/커피,고급,비내구,편의
1744,B,13,1301,B130101,커피,커피크림,차/커피,고급,비내구,편의
1745,B,13,1301,B130102,커피,인스턴트커피,차/커피,고급,비내구,편의
1746,B,13,1301,B130103,커피,원두커피,차/커피,고급,비내구,편의
1747,B,13,1301,B130104,커피,커피선물세트,차/커피,고급,비내구,편의
1748,B,13,1302,B130201,차,코코아,차/커피,고급,비내구,편의
1749,B,13,1302,B130202,차,녹차,차/커피,고급,비내구,편의
1750,B,13,1302,B130203,차,액상차,차/커피,고급,비내구,편의
1751,B,13,1302,B130204,차,티백차,차/커피,고급,비내구,편의
1752,B,13,1302,B130205,차,식수용차,차/커피,고급,비내구,편의
1753,B,13,1302,B130206,차,T-SHOP,차/커피,고급,비내구,편의
1754,B,13,1302,B130207,차,침출차,차/커피,고급,비내구,편의
1755,B,13,1302,B130208,차,분말차,차/커피,고급,비내구,편의
1756,B,13,1302,B130209,차,아이스티,차/커피,고급,비내구,편의
1757,B,13,1302,B130210,차,건강미용차,차/커피,고급,비내구,편의
1758,B,13,1302,B130211,차,차 선물세트,차/커피,고급,비내구,편의
1759,B,13,1305,B130501,인스턴트커피,믹스커피,차/커피,고급,비내구,편의
1760,B,13,1305,B130502,인스턴트커피,아이스커피,차/커피,고급,비내구,편의
1761,B,13,1305,B130503,인스턴트커피,용기리필커피,차/커피,고급,비내구,편의
1762,B,13,1306,B130601,원두커피,분쇄원두커피,차/커피,고급,비내구,편의
1763,B,13,1306,B130602,원두커피,스틱원두커피,차/커피,고급,비내구,편의
1764,B,13,1306,B130603,원두커피,캡슐원두커피,차/커피,고급,비내구,편의
1765,B,13,1306,B130604,원두커피,티백/드립 커피,차/커피,고급,비내구,편의
1766,B,13,1306,B130605,원두커피,홀빈원두커피,차/커피,고급,비내구,편의
1767,B,13,1307,B130701,커피선물세트,커피선물세트,차/커피,고급,비내구,편의
1768,B,13,1308,B130801,시즌차,분말차,차/커피,고급,비내구,편의
1769,B,13,1308,B130802,시즌차,아이스티,차/커피,고급,비내구,편의
1770,B,13,1308,B130803,시즌차,액상차,차/커피,고급,비내구,편의
1771,B,13,1308,B130804,시즌차,코코아,차/커피,고급,비내구,편의
1772,B,13,1309,B130901,차선물세트,차선물세트,차/커피,고급,비내구,편의
1773,B,15,1506,B150601,커피차음료,커피음료,차/커피,고급,비내구,편의
1774,B,15,1506,B150602,커피차음료,차음료,차/커피,고급,비내구,편의
1775,B,15,1506,B150603,커피차음료,온라인커피차음료,차/커피,고급,비내구,편의
1776,B,15,1506,B150604,커피차음료,혼합음료,차/커피,고급,비내구,편의
1777,B,15,1506,B150605,커피차음료,차혼합음료,차/커피,고급,비내구,편의
1778,B,37,3708,B370801,카페,커피,차/커피,고급,비내구,편의
1779,B,37,3708,B370802,카페,생과일,차/커피,고급,비내구,편의
1780,B,37,3708,B370803,카페,아이스크림,차/커피,고급,비내구,편의
1781,C,11,1104,C110401,커피음료,커피음료,차/커피,고급,비내구,편의
1782,C,11,1104,C110402,커피음료,파우치/즉석음료,차/커피,고급,비내구,편의
1783,C,11,1105,C110501,차음료,일반차음료,차/커피,고급,비내구,편의
1784,C,11,1105,C110502,차음료,전통차음료,차/커피,고급,비내구,편의
1785,C,13,1302,C130201,커피류,티백/드립원두커피,차/커피,고급,비내구,편의
1786,C,13,1302,C130202,커피류,캡슐원두커피,차/커피,고급,비내구,편의
