고객번호,fluctuation,Monetary,cagr,A_Monetary_실제지출,B_Monetary_실제지출,C_Monetary_실제지출,D_Monetary_실제지출,A_fluctuation,B_fluctuation,C_fluctuation,D_fluctuation,고급_fluctuation,일반_fluctuation,편의_fluctuation,선매_fluctuation,전문_fluctuation,predict
6505,-2.0,6708379.0,0.2459700211648368,1288450.0,5094317.0,1897664.0,0.0,0.001,-2.0,0.0,0.001,-2.0,-1.0,-3.0,0.0,0.0,1
6506,0.0,44523586.0,-0.0432392729720841,52217010.0,4579203.0,31900.0,0.0,0.0,-4.0,0.001,0.001,1.0,1.0,1.0,0.0,4.0,0
6507,0.0,15813306.0,0.027845297019557,6816890.0,15986327.0,10880.0,0.0,-2.0,1.0,-3.0,0.001,1.0,-2.0,-2.0,1.0,0.0,1
6508,1.0,9933175.0,-0.0345387832092527,1655510.0,10702816.0,49600.0,0.0,-3.0,1.0,-4.0,0.001,1.0,0.0,0.0,1.0,0.001,0
6509,0.0,4847350.0,-0.0361945063303735,4350.0,6868800.0,37750.0,0.0,0.001,0.0,0.001,0.001,-1.0,1.0,1.0,0.0,0.001,1
6510,4.0,17930218.0,-0.2855679634545345,23651940.0,59000.0,485603.0,0.0,2.0,0.001,-5.0,0.001,2.0,4.0,5.0,1.0,3.0,0
6511,-1.0,9363599.0,0.1168022741736904,68700.0,11327676.0,93521.0,0.0,-3.0,-2.0,0.001,0.001,0.0,-4.0,-1.0,-1.0,-3.0,1
6512,-4.0,4946511.0,1.1348408358366595,734000.0,217940.0,6762312.0,0.0,0.001,0.001,-8.0,0.001,-3.0,-6.0,-6.0,-2.0,0.001,1
6513,1.0,27872962.0,-0.060573938441388,37187200.0,0.0,214722.0,0.0,0.001,0.001,0.001,0.001,0.0,2.0,3.0,0.0,0.0,0
6514,0.0,25139158.0,-0.0443296911407566,30601200.0,8686740.0,24517.0,0.0,0.0,2.0,0.001,0.001,0.0,0.0,0.0,-1.0,1.0,0
6515,-2.0,41831681.0,0.1530729456580228,51485160.0,10354306.0,228437.0,0.0,-1.0,0.0,0.001,0.001,-2.0,-2.0,-2.0,0.0,-1.0,1
6516,-1.0,33649130.0,0.0656994599391569,74321080.0,432920.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,1.0,-1.0,0.0,-5.0,1
6517,0.0,86569762.0,-0.1249610396250696,96178120.0,8777662.0,10150.0,2400.0,1.0,1.0,0.001,0.001,0.0,-3.0,-2.0,2.0,0.0,0
6518,0.0,13970328.0,-0.042350156443529,750640.0,16003119.0,747302.0,0.0,0.001,1.0,-1.0,0.001,1.0,-2.0,-1.0,0.0,2.0,0
6519,1.0,24535552.0,-0.0857759658503646,29440680.0,21104.0,198884.0,0.0,0.001,0.001,0.001,0.001,1.0,2.0,3.0,0.0,4.0,0
6520,1.0,7492629.0,-0.0686139302524593,406600.0,55270.0,9306843.0,0.0,0.001,-2.0,2.0,0.001,1.0,2.0,2.0,0.0,-2.0,0
6521,0.0,16124344.0,-0.0037365115578061,1094180.0,19930340.0,19750.0,0.0,-4.0,1.0,0.001,0.001,-1.0,1.0,1.0,-1.0,1.0,0
6522,-3.0,44132948.0,0.3365310902134508,52553310.0,3330428.0,522670.0,0.0,-2.0,2.0,-5.0,0.001,-3.0,-6.0,-7.0,-3.0,1.0,1
6523,1.0,40074004.0,-0.1052327012840692,64711040.0,91824.0,38670.0,0.0,0.001,0.001,0.001,0.001,0.0,3.0,3.0,1.0,0.0,1
6524,0.0,23795646.0,-0.010839097175888,28032790.0,500486.0,0.0,24900.0,0.001,0.001,0.001,0.001,0.0,-1.0,0.0,0.0,0.0,0
6525,0.0,18225947.0,-0.0319050818325019,25523220.0,0.0,61497.0,0.0,0.001,0.001,0.001,0.001,0.0,1.0,0.0,0.0,4.0,1
6526,-1.0,18313686.0,0.0666772260039214,584100.0,23916646.0,15090.0,0.0,-3.0,-1.0,0.001,0.001,-1.0,-2.0,-2.0,0.0,-2.0,1
6527,1.0,8929541.0,-0.0537072495444326,305000.0,11014660.0,120450.0,0.0,0.001,1.0,-4.0,0.001,1.0,1.0,2.0,1.0,0.0,0
6528,5.0,11133809.0,-0.3232692090300105,13198040.0,627506.0,989653.0,0.0,2.0,0.001,-1.0,0.001,3.0,3.0,3.0,3.0,1.0,0
6529,-2.0,19296576.0,0.22712604331192,16900070.0,6994406.0,0.0,624300.0,-2.0,0.0,0.001,0.0,-2.0,0.0,-1.0,-2.0,-1.0,1
6530,-2.0,5087390.0,0.2512979573206384,651850.0,6080136.0,64790.0,0.0,-1.0,-2.0,-1.0,0.001,-2.0,-3.0,-2.0,-1.0,0.001,1
6531,-1.0,34190820.0,0.1086585143451948,43117980.0,18700.0,0.0,0.0,0.001,0.001,0.001,0.001,-1.0,-6.0,0.0,-1.0,0.0,1
6532,1.0,11966680.0,-0.1213714639241689,2765110.0,12816108.0,43106.0,0.0,-1.0,1.0,0.001,0.001,2.0,2.0,1.0,1.0,3.0,0
6533,0.0,16544208.0,-0.0350416018964312,23815390.0,77018.0,29480.0,0.0,0.001,0.001,0.001,0.001,0.0,1.0,1.0,0.0,-3.0,1
6534,-1.0,13877499.0,0.1000710865387854,17007500.0,568247.0,136659.0,10650.0,0.0,0.0,0.001,0.001,-1.0,-1.0,0.0,0.0,-4.0,0
6535,0.0,43941328.0,-0.0219976116575852,48216370.0,2603993.0,372197.0,0.0,0.0,-1.0,0.001,0.001,0.0,-1.0,0.0,1.0,-5.0,0
6536,0.0,5734621.0,0.0210448027846426,295450.0,26250.0,7327290.0,0.0,0.001,0.001,0.0,0.001,1.0,0.0,1.0,0.0,0.001,1
6537,-7.0,22984276.0,1.6053529584549384,930720.0,46500527.0,2042399.0,0.0,-2.0,-9.0,0.0,0.001,-3.0,-8.0,-8.0,-2.0,-3.0,1
6538,-1.0,23966581.0,0.0204678336489207,26110630.0,1203908.0,4479729.0,0.0,-1.0,-5.0,1.0,0.001,-1.0,-1.0,1.0,-1.0,-2.0,0
6539,0.0,11611694.0,0.0329522317249422,3260150.0,14124408.0,3560.0,0.0,0.001,0.0,-1.0,0.001,1.0,-2.0,-2.0,0.0,-2.0,1
6540,3.0,9132439.0,-0.1819770891504527,1477700.0,248870.0,10413125.0,0.0,-3.0,-2.0,3.0,0.001,0.0,5.0,5.0,0.0,0.0,0
6541,0.0,10070023.0,0.0117360639200347,78000.0,13181406.0,88580.0,0.0,-2.0,0.0,0.001,0.001,0.0,0.0,0.0,1.0,1.0,1
6542,0.0,9339588.0,0.0835974239926589,140500.0,12399048.0,11980.0,0.0,0.001,-1.0,0.001,0.001,0.0,-2.0,-2.0,0.0,-1.0,1
6543,-1.0,100084560.0,0.1279151505642455,137672920.0,3281120.0,37440.0,0.0,-1.0,0.0,0.001,0.001,-1.0,3.0,3.0,-1.0,-5.0,1
6544,0.0,6606213.0,0.0628178215692971,82450.0,1038305.0,7464111.0,0.0,0.001,0.001,-1.0,0.001,1.0,-1.0,-1.0,1.0,0.001,1
6545,0.0,5083266.0,-0.0183759074643105,12900.0,6822588.0,54480.0,60400.0,0.001,0.001,0.001,0.001,0.0,0.0,1.0,0.0,-1.0,1
6546,-3.0,30953023.0,0.2435794941664131,51830230.0,44440.0,378733.0,0.0,0.001,0.001,0.001,0.001,-1.0,-1.0,0.0,-2.0,-4.0,1
6547,1.0,37717421.0,-0.0337239823365386,41051420.0,5007359.0,57200.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,-1.0,0
6548,0.0,88292200.0,-0.044413398966243,148205890.0,11400.0,5860.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0
6549,0.0,8087071.0,-0.0047794293606742,130500.0,10684669.0,3630.0,0.0,0.001,0.0,0.001,0.001,1.0,-1.0,0.0,1.0,0.0,0
6550,-3.0,13218138.0,0.2648013372613227,838720.0,15345185.0,249280.0,0.0,-4.0,-3.0,0.0,0.001,-2.0,-3.0,-4.0,-1.0,0.001,1
6551,0.0,56425424.0,-0.0508966357463135,66778910.0,3969719.0,5340.0,0.0,0.0,1.0,-1.0,0.001,0.0,1.0,1.0,0.0,1.0,0
6552,0.0,53535020.0,-0.0354075147168237,62692560.0,72100.0,23290.0,0.0,0.001,0.001,0.001,0.001,0.0,-2.0,-2.0,0.0,0.0,0
6553,1.0,23342911.0,-0.1418856660685787,26713950.0,4813388.0,557109.0,0.0,1.0,1.0,-5.0,0.001,1.0,2.0,1.0,1.0,1.0,0
6554,0.0,10471103.0,0.0113093715945289,12060950.0,2675666.0,48710.0,0.0,0.0,-1.0,0.001,0.001,-1.0,0.0,0.0,0.0,-2.0,1
6555,-1.0,9401748.0,0.0750661294604504,202500.0,12739740.0,437316.0,0.0,-3.0,-1.0,1.0,0.001,-1.0,0.0,-1.0,-1.0,0.0,1
6556,-1.0,13131794.0,0.1184881502347348,109700.0,19071867.0,134140.0,0.0,0.001,-2.0,0.001,0.001,0.0,-4.0,-3.0,0.0,-1.0,1
6557,-1.0,8104330.0,0.0528525939020072,14426550.0,214000.0,29456.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,-2.0,0.0,2.0,1
6558,1.0,41016493.0,-0.0919634431516207,59960480.0,2565711.0,26950.0,0.0,1.0,1.0,0.001,0.001,1.0,2.0,5.0,1.0,-5.0,0
6559,2.0,11856549.0,-0.139600624411314,197600.0,14242599.0,9900.0,0.0,0.001,2.0,0.001,0.001,2.0,1.0,2.0,2.0,-2.0,0
6560,0.0,11848740.0,-0.0063608693684116,49800.0,398330.0,15922741.0,0.0,0.001,-3.0,0.0,0.001,0.0,0.0,0.0,0.0,2.0,0
6561,2.0,14584463.0,-0.0633357358882986,22284350.0,439513.0,1740.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,1.0,0.0,0.0,0
6562,0.0,6235773.0,0.0275861630873412,215400.0,839936.0,5883002.0,0.0,-3.0,-4.0,0.0,0.001,0.0,0.0,1.0,-2.0,0.0,0
6563,1.0,22787590.0,-0.0905895668709447,27464820.0,1388765.0,0.0,64230.0,0.0,0.0,0.001,-6.0,0.0,1.0,1.0,0.0,2.0,0
6564,1.0,7166980.0,-0.0150179734053133,11695080.0,0.0,17140.0,6200.0,0.001,0.001,0.001,0.001,0.0,-1.0,-1.0,0.0,4.0,1
6565,-1.0,8510429.0,0.1356544162642332,1143100.0,10025553.0,10010.0,0.0,2.0,-3.0,0.001,0.001,0.0,-4.0,-2.0,1.0,0.0,1
6566,1.0,15044060.0,-0.0834874298388483,19542430.0,797420.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,1.0,0.0,0.0,0.0,0
6567,0.0,94173586.0,0.0253459864537437,125175370.0,6394490.0,24191.0,0.0,0.0,-1.0,0.001,0.001,0.0,-1.0,-1.0,0.0,-3.0,0
6568,-1.0,6800249.0,0.1490290903155042,8070170.0,954859.0,150293.0,21500.0,-1.0,-1.0,-3.0,0.001,-1.0,0.0,0.0,-2.0,-2.0,1
6569,-1.0,8165034.0,0.088681557767146,96800.0,10436999.0,267494.0,2000.0,-2.0,-1.0,-5.0,-1.0,0.0,-1.0,-2.0,1.0,-3.0,1
6570,0.0,15370032.0,-0.0299326679088052,2158930.0,17695146.0,1700.0,0.0,0.001,0.0,0.001,0.001,0.0,1.0,0.0,1.0,0.0,0
6571,2.0,12228795.0,-0.1456507814816783,5199340.0,9893499.0,267375.0,0.0,-4.0,3.0,0.001,0.001,1.0,2.0,4.0,0.0,3.0,0
6572,3.0,20183360.0,-0.2335644299675394,28483480.0,838830.0,63310.0,20000.0,1.0,0.001,-3.0,0.001,2.0,0.0,-1.0,2.0,5.0,0
6573,-1.0,17187951.0,0.1548485475835386,471600.0,21771319.0,36430.0,0.0,-4.0,-2.0,-4.0,0.001,-1.0,-2.0,-2.0,-1.0,0.001,1
6574,-1.0,18015491.0,0.0525346132845967,4743020.0,18140576.0,54060.0,73000.0,-1.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,3.0,0
6575,0.0,101366778.0,-0.0338813807368383,122036830.0,1436466.0,1789963.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,1.0,-5.0,0
6576,0.0,6129140.0,0.0303184011030188,282840.0,7633143.0,15400.0,0.0,0.001,-1.0,0.001,0.001,0.0,0.0,0.0,-1.0,-1.0,1
6577,-1.0,6738657.0,0.1074074380379388,458300.0,8058297.0,235995.0,0.0,-2.0,-1.0,-4.0,0.001,0.0,-1.0,-2.0,0.0,1.0,1
6578,0.0,11701063.0,0.0047027666811165,360170.0,14138737.0,616742.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,1.0,0.0,0.0,1
6579,0.0,8905456.0,0.0186165105137416,99000.0,11742119.0,9890.0,0.0,0.001,0.0,0.001,0.001,1.0,0.0,0.0,1.0,0.0,0
6580,2.0,17475927.0,-0.0854752216464793,11833680.0,1534130.0,10205804.0,0.0,1.0,-4.0,0.0,0.001,1.0,1.0,1.0,2.0,1.0,0
6581,3.0,42589617.0,-0.2654211963476677,58315360.0,283015.0,27890.0,0.0,0.001,0.001,0.001,0.001,2.0,3.0,3.0,2.0,2.0,0
6582,-1.0,8285071.0,0.0886267484301666,792700.0,10478887.0,38990.0,0.0,-2.0,0.0,0.001,0.001,0.0,-1.0,-1.0,0.0,2.0,1
6583,-1.0,12049974.0,0.1323036349339703,3813700.0,13053489.0,22890.0,0.0,0.0,-2.0,0.001,0.001,-1.0,-2.0,-2.0,0.0,0.001,1
6584,-1.0,13922218.0,0.0573042972473116,21341610.0,315058.0,9950.0,0.0,-1.0,-3.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,1
6585,1.0,22045888.0,-0.1242154916081696,20148350.0,9517275.0,126069.0,0.0,1.0,0.0,0.001,0.001,2.0,-1.0,-1.0,3.0,0.0,0
6586,2.0,71435690.0,-0.234184503868077,92209980.0,828600.0,1414440.0,0.0,2.0,1.0,-1.0,0.001,2.0,-1.0,-3.0,2.0,0.0,0
6587,0.0,153713170.0,0.1263209438335371,245768300.0,19800.0,0.0,6800.0,0.001,0.001,0.001,0.001,0.0,-1.0,2.0,-1.0,0.0,1
6588,-1.0,9413365.0,0.1595515456151786,76000.0,11959971.0,139049.0,0.0,-1.0,-2.0,-3.0,0.001,-2.0,-2.0,-2.0,-1.0,0.0,1
6589,0.0,57088900.0,-0.0417498934262294,69125260.0,1969070.0,9900.0,0.0,0.001,0.001,0.001,0.001,1.0,-1.0,-1.0,1.0,-5.0,0
6590,0.0,5216953.0,0.0258183924144912,49500.0,6316943.0,2440.0,0.0,-2.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0
6591,0.0,57247840.0,-0.0167772206684038,77655080.0,13500.0,0.0,3500.0,0.001,0.001,0.001,0.001,0.0,5.0,2.0,1.0,-5.0,0
6592,-1.0,29575837.0,0.1285369840273933,32528580.0,9222492.0,1480.0,0.0,-1.0,0.0,-1.0,0.001,-1.0,-1.0,0.0,-1.0,-3.0,1
6593,0.0,23400711.0,-0.0100661343831217,30252230.0,2364356.0,869312.0,0.0,0.0,0.0,-5.0,0.001,0.0,-2.0,-2.0,0.0,-1.0,0
6594,0.0,18880915.0,0.0394006626997016,22273300.0,5513158.0,59600.0,0.0,0.0,1.0,0.001,0.001,-1.0,1.0,1.0,-1.0,-4.0,1
6595,0.0,8866134.0,-0.0169936588459994,10722670.0,387744.0,14750.0,0.0,0.0,-4.0,0.001,0.001,2.0,-1.0,1.0,-1.0,-2.0,0
6596,0.0,22962680.0,0.0255220760364216,36291350.0,320044.0,82540.0,17800.0,0.001,0.001,0.001,0.001,-1.0,-3.0,-2.0,0.0,-4.0,1
6597,-2.0,50636121.0,0.2902074497528308,61637650.0,265850.0,348231.0,0.0,-2.0,-1.0,-4.0,0.001,-2.0,0.0,-2.0,-1.0,-3.0,1
6598,0.0,6522294.0,0.0023848011575413,241550.0,2380.0,8236119.0,0.0,-2.0,0.001,0.0,0.001,2.0,-2.0,-1.0,2.0,0.001,0
6599,-1.0,8413251.0,0.1320706836685079,2314390.0,9770069.0,33140.0,0.0,0.0,-1.0,0.001,0.001,0.0,-2.0,-2.0,0.0,0.0,1
6600,4.0,25986849.0,-0.346108173719808,33098950.0,1933924.0,432515.0,20100.0,2.0,0.001,-5.0,0.001,2.0,5.0,6.0,2.0,0.0,0
6601,1.0,12083516.0,-0.0470230629840949,10596580.0,6514516.0,263155.0,83080.0,0.0,0.0,2.0,-3.0,1.0,-1.0,-1.0,1.0,5.0,0
6602,0.0,5862727.0,0.0327247194238067,56000.0,7648826.0,15230.0,0.0,0.001,-1.0,-2.0,0.001,-1.0,0.0,0.0,1.0,-1.0,1
6603,2.0,9123294.0,-0.1006259976680304,3106450.0,9322401.0,392524.0,0.0,1.0,1.0,0.0,0.001,2.0,0.0,0.0,1.0,0.0,0
6604,1.0,9147932.0,-0.0511343947522611,263460.0,11914289.0,12960.0,0.0,-1.0,1.0,0.001,0.001,0.0,1.0,2.0,0.0,1.0,0
6605,-1.0,11887552.0,0.1092360891453203,3053910.0,13825136.0,432666.0,0.0,-4.0,-1.0,-3.0,0.001,0.0,-2.0,-2.0,0.0,0.0,1
6606,1.0,29777672.0,-0.1146574748886699,35409290.0,3147512.0,0.0,7800.0,0.001,0.001,0.001,0.001,1.0,2.0,3.0,0.0,2.0,0
6607,1.0,80662046.0,-0.0664722003396637,95222940.0,7991032.0,304150.0,356740.0,0.0,3.0,0.001,-4.0,0.0,1.0,-1.0,0.0,4.0,0
6608,0.0,9433000.0,0.0368489232825397,569600.0,10902586.0,50480.0,0.0,0.001,-1.0,0.001,0.001,0.0,-1.0,-1.0,1.0,-3.0,0
6609,3.0,57965300.0,-0.2995492999643885,70623220.0,69890.0,58560.0,0.0,2.0,-2.0,0.001,0.001,3.0,3.0,3.0,2.0,5.0,0
6610,1.0,8876580.0,-0.0545523082547672,854110.0,12900.0,10776278.0,0.0,0.001,-1.0,1.0,0.001,0.0,2.0,2.0,0.0,0.0,0
6611,0.0,12886183.0,0.0663700009000369,2733600.0,38090.0,13816254.0,0.0,0.001,0.001,-1.0,0.001,-2.0,2.0,-1.0,0.0,2.0,1
6612,1.0,50542489.0,-0.1590177122480176,59566190.0,4617223.0,928646.0,0.0,2.0,-6.0,0.0,0.001,1.0,0.0,0.0,1.0,1.0,0
6613,-2.0,43371118.0,0.1862173763184393,62890160.0,2536578.0,71800.0,0.0,0.001,0.001,0.001,0.001,-2.0,0.0,0.0,0.0,0.0,1
6614,0.0,10850230.0,0.0082767615421797,388100.0,15164430.0,23660.0,0.0,-4.0,1.0,-3.0,0.001,0.0,2.0,-1.0,0.0,3.0,1
6615,0.0,4629985.0,-0.0020784763008002,92900.0,5428635.0,208477.0,0.0,0.001,0.0,-3.0,0.001,1.0,-1.0,1.0,0.0,-1.0,0
6616,0.0,32733374.0,-0.0105477650170495,35703080.0,2259254.0,0.0,10900.0,0.0,-4.0,0.001,-4.0,-2.0,6.0,0.0,0.0,2.0,0
6617,-1.0,52142363.0,0.0994722035258726,61345580.0,584415.0,63260.0,0.0,0.001,0.001,0.001,0.001,-1.0,0.0,1.0,-1.0,3.0,0
6618,1.0,49476956.0,-0.1488564932293545,76761520.0,654216.0,0.0,28100.0,1.0,-2.0,0.001,0.001,1.0,2.0,-1.0,0.0,5.0,0
6619,-1.0,22973836.0,0.0384466605531814,2783570.0,26054355.0,7800.0,0.0,-1.0,0.0,0.001,0.001,1.0,0.0,0.0,1.0,-2.0,1
6620,-3.0,9765705.0,0.2289244133976395,7261240.0,657578.0,3454064.0,0.0,-2.0,2.0,0.0,0.001,-3.0,0.0,0.0,-2.0,0.0,1
6621,1.0,20803644.0,-0.1019288784406655,22717850.0,9214848.0,35070.0,0.0,-5.0,0.0,-1.0,0.001,1.0,0.0,0.0,1.0,3.0,0
6622,0.0,202214499.0,0.113505773899168,242100480.0,5529908.0,58525.0,13000.0,0.0,1.0,0.001,0.001,0.0,3.0,1.0,1.0,0.0,1
6623,0.0,12786295.0,0.008617367902318,15589520.0,375090.0,159805.0,0.0,0.001,0.001,0.001,0.001,0.0,-1.0,0.0,0.0,0.0,0
6624,-1.0,10032188.0,0.13100609954412,4064780.0,8947713.0,0.0,18100.0,-2.0,0.0,0.001,-3.0,-1.0,0.0,-1.0,-2.0,2.0,1
6625,0.0,14013464.0,-0.0598133173972333,3049800.0,15007485.0,19950.0,0.0,0.001,1.0,0.001,0.001,1.0,1.0,1.0,1.0,0.0,0
6626,-2.0,52517910.0,0.1515696699435114,76156250.0,2460750.0,40060.0,0.0,-1.0,0.0,-1.0,0.001,-1.0,0.0,-1.0,0.0,-1.0,1
6627,0.0,10148066.0,0.0137815460435437,1173440.0,11723929.0,0.0,27350.0,0.001,0.0,0.001,-5.0,0.0,0.0,0.0,0.0,1.0,0
6628,-2.0,8301515.0,0.1842686810856719,1974450.0,165498.0,9031582.0,0.0,-4.0,0.001,-2.0,0.001,-2.0,-2.0,-2.0,-2.0,0.0,1
6629,-3.0,27049830.0,0.2561385103203268,33777320.0,57300.0,10900.0,0.0,0.001,0.001,0.001,0.001,-1.0,-4.0,-4.0,-1.0,0.0,1
6630,0.0,71473220.0,0.04569224133611,109985890.0,232250.0,39740.0,0.0,0.001,0.001,0.001,0.001,-1.0,-1.0,2.0,-1.0,-1.0,1
6631,-1.0,14498966.0,0.0812808364711878,17135410.0,511204.0,22370.0,6500.0,0.001,0.001,0.001,0.001,0.0,-2.0,-1.0,0.0,-4.0,0
6632,1.0,22076431.0,-0.1019031944626811,27842440.0,1033762.0,34715.0,0.0,0.001,0.001,0.001,0.001,1.0,-3.0,-3.0,1.0,-2.0,0
6633,1.0,14562975.0,-0.067147051644425,14303790.0,389530.0,4041192.0,0.0,0.0,-1.0,0.0,0.001,0.0,0.0,1.0,0.0,3.0,0
6634,1.0,118042762.0,-0.0448565283815151,134726260.0,3920089.0,2879313.0,6500.0,0.0,-1.0,-2.0,0.001,0.0,-2.0,-3.0,0.0,0.0,0
6635,-1.0,7191239.0,0.0503206483667035,1140500.0,595197.0,7097803.0,0.0,0.0,-3.0,-1.0,0.001,-1.0,1.0,0.0,0.0,0.001,1
6636,5.0,12243602.0,-0.3492904878769212,1247700.0,1302909.0,12787791.0,0.0,0.001,0.001,4.0,0.001,2.0,6.0,7.0,1.0,0.0,0
6637,0.0,43713067.0,-0.0431726880879508,50147710.0,5557083.0,32000.0,0.0,1.0,-2.0,0.001,0.001,0.0,-1.0,-1.0,0.0,4.0,0
6638,-1.0,69308103.0,0.1129958280328813,90009380.0,6366147.0,3365117.0,0.0,-1.0,0.0,0.0,0.001,-1.0,-2.0,-1.0,-2.0,1.0,1
6639,0.0,8505686.0,0.0299621101087563,1464920.0,9588046.0,98850.0,0.0,0.001,0.0,0.001,0.001,0.0,-1.0,0.0,0.0,-3.0,1
6640,0.0,8083604.0,0.017872704005454,560100.0,3355749.0,6522015.0,0.0,-2.0,-5.0,1.0,0.001,0.0,0.0,1.0,0.0,0.001,1
6641,-7.0,38782640.0,0.3633589378026367,63887190.0,1631040.0,78020.0,0.0,-7.0,-3.0,0.001,0.001,-7.0,-7.0,-7.0,-8.0,0.0,1
6642,0.0,24418490.0,-0.0512537743281618,29767240.0,72370.0,0.0,2400.0,0.001,0.001,0.001,0.001,0.0,0.0,4.0,0.0,4.0,0
6643,1.0,10315117.0,-0.0665534310770005,3192890.0,9792703.0,316518.0,0.0,2.0,0.0,-3.0,0.001,1.0,1.0,-1.0,2.0,0.0,0
6644,-2.0,33134890.0,0.2363652886713672,47293940.0,27200.0,0.0,8200.0,0.001,0.001,0.001,0.001,-2.0,-2.0,0.0,-1.0,0.0,1
6645,4.0,15776439.0,-0.2748974981382487,5497560.0,16149782.0,8750.0,0.0,0.001,4.0,0.001,0.001,3.0,5.0,6.0,1.0,0.0,0
6646,0.0,11374792.0,-0.0230433994444076,2568100.0,11436504.0,0.0,0.0,0.001,-2.0,0.001,0.001,0.0,0.0,0.0,1.0,0.0,0
6647,1.0,66681400.0,-0.1259042392433423,87385320.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,4.0,3.0,1.0,0.0,0
6648,0.0,4566682.0,-0.0250780867908845,1069490.0,672855.0,4352189.0,0.0,0.0,-3.0,0.0,0.001,0.0,1.0,1.0,0.0,0.001,0
6649,-2.0,22975839.0,0.2601709600462769,39454820.0,2089194.0,15820.0,0.0,-2.0,0.0,0.001,0.001,-2.0,1.0,-1.0,1.0,-3.0,1
6650,0.0,16777159.0,0.0232203162467794,16452870.0,3126087.0,201436.0,0.0,0.0,-3.0,-5.0,0.001,0.0,-3.0,-3.0,0.0,-4.0,0
6651,1.0,17920115.0,-0.0882987850735955,2500.0,24062686.0,7950.0,0.0,0.001,2.0,0.001,0.001,1.0,2.0,2.0,2.0,0.0,0
6652,0.0,23049780.0,0.0263692440928948,30193640.0,215490.0,131360.0,23800.0,0.001,0.001,0.001,0.001,-1.0,0.0,0.0,1.0,0.0,1
6653,2.0,40227904.0,-0.1852663148996318,59507070.0,588004.0,0.0,0.0,1.0,0.001,0.001,0.001,1.0,2.0,1.0,1.0,4.0,0
6654,3.0,3519269.0,-0.2076033759016879,3371400.0,47666.0,1888980.0,0.0,0.001,0.001,0.0,0.001,2.0,2.0,1.0,4.0,0.001,0
6655,1.0,28478357.0,-0.1389583363351801,40664120.0,1373830.0,1762379.0,0.0,1.0,-3.0,0.0,0.001,1.0,3.0,2.0,1.0,0.0,0
6656,2.0,24802820.0,-0.1779713886281206,32956540.0,3380410.0,96170.0,0.0,0.001,0.001,0.001,0.001,2.0,1.0,2.0,1.0,1.0,0
6657,-1.0,6420069.0,0.0806375149352482,49900.0,8863742.0,30680.0,0.0,0.001,-1.0,0.001,0.001,-1.0,-1.0,0.0,-1.0,0.001,1
6658,2.0,29422920.0,-0.1792009727107818,36299250.0,170440.0,14710.0,70260.0,0.001,0.001,0.001,0.001,1.0,2.0,-3.0,2.0,-3.0,0
6659,-1.0,9858956.0,0.1132513208595227,321000.0,13320719.0,6250.0,0.0,0.001,-2.0,0.001,0.001,-1.0,-1.0,-1.0,0.0,0.0,1
6660,-1.0,93191099.0,0.0749226231039186,129980520.0,834662.0,346357.0,13500.0,-1.0,-3.0,1.0,0.001,-1.0,2.0,-1.0,-1.0,0.0,1
6661,1.0,44652423.0,-0.1898351844969602,56573120.0,81900.0,508093.0,0.0,1.0,0.001,-5.0,0.001,1.0,1.0,2.0,1.0,4.0,0
6662,-1.0,21778200.0,0.1873660429744075,25438230.0,3536396.0,61290.0,0.0,-2.0,-6.0,0.001,0.001,-2.0,-1.0,-2.0,0.0,-2.0,1
6663,3.0,15107340.0,-0.2037105079592884,17156510.0,2680340.0,37020.0,2800.0,0.001,0.001,0.001,0.001,1.0,2.0,0.0,2.0,2.0,0
6664,2.0,41126221.0,-0.2039004416166718,54572820.0,977730.0,1328171.0,0.0,2.0,-4.0,-5.0,0.001,1.0,-2.0,0.0,2.0,0.0,0
6665,2.0,16364610.0,-0.1425424665607748,24707990.0,224190.0,23270.0,0.0,0.001,0.001,0.001,0.001,1.0,-1.0,-1.0,1.0,3.0,0
6666,-2.0,29184051.0,0.2345860654353748,31698930.0,6128434.0,41969.0,0.0,-1.0,0.0,0.001,0.001,-2.0,-2.0,-4.0,-1.0,-5.0,1
6667,-1.0,23050607.0,0.0182305923897663,26682690.0,132410.0,3596367.0,0.0,0.0,-3.0,1.0,0.001,0.0,-2.0,1.0,0.0,-4.0,0
6668,0.0,8147149.0,0.0366661581348763,597220.0,528840.0,9684449.0,0.0,-2.0,0.001,0.0,0.001,0.0,0.0,0.0,-1.0,0.001,1
6669,4.0,49421832.0,-0.3367769018973386,53102530.0,4150022.0,371677.0,0.0,4.0,-1.0,-2.0,0.001,4.0,0.0,0.0,4.0,4.0,0
