°í°´¹øÈ£,A¹æ¹®È½¼ö,B¹æ¹®È½¼ö,C¹æ¹®È½¼ö,D¹æ¹®È½¼ö,½Å±Ô°í°´,¸íÇ°±¸¸ÅÀÚ
2627,366.0,0.0,1.0,2.0,1.0,2.0
2628,10.0,6.0,736.0,0.0,1.0,0.0
2629,232.0,15.0,514.0,0.0,1.0,2.0
2630,13.0,286.0,3.0,0.0,1.0,2.0
2631,453.0,17.0,1.0,0.0,1.0,2.0
2632,275.0,77.0,5.0,0.0,1.0,2.0
2633,389.0,22.0,3.0,0.0,1.0,2.0
2634,326.0,7.0,1.0,0.0,1.0,0.0
2635,41.0,331.0,2.0,0.0,1.0,2.0
2636,27.0,387.0,19.0,0.0,1.0,0.0
2637,7.0,464.0,10.0,1.0,1.0,0.0
2638,326.0,20.0,35.0,1.0,1.0,2.0
2639,289.0,1.0,2.0,0.0,1.0,2.0
2640,521.0,1.0,3.0,1.0,1.0,2.0
2641,303.0,1.0,1.0,0.0,1.0,2.0
2642,292.0,20.0,0.0,1.0,1.0,2.0
2643,456.0,50.0,3.0,0.0,1.0,2.0
2644,285.0,267.0,77.0,5.0,1.0,2.0
2645,338.0,9.0,1.0,0.0,1.0,2.0
2646,356.0,28.0,21.0,0.0,1.0,2.0
2647,11.0,5.0,549.0,0.0,1.0,0.0
2648,138.0,396.0,0.0,0.0,1.0,2.0
2649,311.0,162.0,58.0,0.0,1.0,2.0
2650,2.0,288.0,8.0,0.0,1.0,0.0
2651,1.0,15.0,630.0,0.0,1.0,0.0
2652,357.0,93.0,101.0,3.0,1.0,0.0
2653,242.0,1.0,3.0,0.0,1.0,2.0
2654,195.0,65.0,181.0,0.0,1.0,2.0
2655,266.0,1.0,1.0,0.0,1.0,2.0
2656,215.0,7.0,1.0,5.0,1.0,2.0
2657,478.0,1.0,1.0,0.0,1.0,2.0
2658,28.0,500.0,3.0,0.0,1.0,0.0
2659,67.0,450.0,5.0,0.0,1.0,0.0
2660,291.0,4.0,86.0,3.0,1.0,2.0
2661,398.0,18.0,1.0,0.0,1.0,2.0
2662,288.0,20.0,2.0,0.0,1.0,2.0
2663,213.0,0.0,1.0,3.0,1.0,0.0
2664,426.0,1.0,0.0,12.0,1.0,2.0
2665,412.0,22.0,4.0,0.0,1.0,2.0
2666,31.0,343.0,1.0,2.0,1.0,2.0
2667,291.0,9.0,32.0,1.0,1.0,2.0
2668,1.0,1.0,687.0,0.0,1.0,0.0
2669,481.0,1.0,3.0,0.0,1.0,2.0
2670,23.0,256.0,3.0,0.0,1.0,0.0
2671,308.0,31.0,2.0,0.0,1.0,2.0
2672,7.0,356.0,2.0,0.0,1.0,0.0
2673,32.0,362.0,1.0,0.0,1.0,2.0
2674,2.0,361.0,73.0,0.0,1.0,0.0
2675,256.0,23.0,2.0,0.0,1.0,2.0
2676,24.0,5.0,749.0,0.0,1.0,0.0
2677,306.0,5.0,1.0,0.0,1.0,2.0
2678,297.0,180.0,4.0,0.0,1.0,0.0
2679,449.0,18.0,1.0,0.0,1.0,2.0
2680,7.0,18.0,536.0,0.0,1.0,0.0
2681,22.0,57.0,674.0,0.0,1.0,0.0
2682,360.0,0.0,3.0,0.0,1.0,2.0
2683,69.0,356.0,4.0,0.0,1.0,2.0
2684,59.0,394.0,1.0,0.0,1.0,2.0
2685,127.0,313.0,1.0,0.0,1.0,2.0
2686,201.0,2.0,61.0,0.0,1.0,2.0
2687,7.0,502.0,1.0,0.0,1.0,0.0
2688,22.0,1.0,651.0,0.0,1.0,0.0
2689,20.0,2.0,744.0,0.0,1.0,0.0
2690,305.0,1.0,2.0,0.0,1.0,2.0
2691,224.0,2.0,1.0,0.0,1.0,0.0
2692,252.0,1.0,17.0,0.0,1.0,2.0
2693,26.0,358.0,2.0,0.0,1.0,2.0
2694,269.0,15.0,153.0,3.0,1.0,2.0
2695,452.0,105.0,1.0,0.0,1.0,2.0
2696,243.0,11.0,1.0,0.0,1.0,2.0
2697,276.0,2.0,0.0,0.0,1.0,2.0
2698,346.0,2.0,4.0,1.0,1.0,2.0
2699,5.0,515.0,9.0,0.0,1.0,0.0
2700,101.0,292.0,46.0,20.0,1.0,0.0
2701,30.0,503.0,179.0,0.0,1.0,2.0
2702,199.0,51.0,1.0,0.0,1.0,2.0
2703,4.0,1.0,805.0,0.0,1.0,0.0
2704,30.0,14.0,698.0,0.0,1.0,0.0
2705,294.0,6.0,2.0,0.0,1.0,2.0
2706,300.0,1.0,41.0,0.0,1.0,2.0
2707,361.0,0.0,1.0,3.0,1.0,2.0
2708,294.0,68.0,4.0,0.0,1.0,2.0
2709,1.0,166.0,2.0,0.0,2.5,0.0
2710,449.0,0.0,2.0,15.0,1.0,0.0
2711,4.0,245.0,38.0,0.0,1.0,0.0
2712,422.0,199.0,5.0,0.0,1.0,0.0
2713,20.0,385.0,9.0,0.0,1.0,0.0
2714,3.0,466.0,1.0,0.0,1.0,0.0
2715,348.0,262.0,58.0,0.0,1.0,0.0
2716,262.0,86.0,0.0,5.0,1.0,2.0
2717,232.0,4.0,9.0,0.0,1.0,2.0
2718,357.0,22.0,0.0,0.0,1.0,2.0
2719,6.0,254.0,0.0,1.0,1.0,0.0
2720,369.0,9.0,3.0,0.0,1.0,2.0
2721,4.0,230.0,24.0,0.0,1.0,0.0
2722,284.0,23.0,204.0,2.0,1.0,2.0
2723,161.0,351.0,33.0,2.0,1.0,2.0
2724,39.0,473.0,2.0,0.0,1.0,2.0
2725,341.0,2.0,1.0,2.0,1.0,2.0
2726,339.0,22.0,15.0,1.0,1.0,2.0
2727,4.0,420.0,1.0,0.0,1.0,0.0
2728,4.0,1.0,491.0,0.0,1.0,0.0
2729,309.0,29.0,0.0,14.0,1.0,2.0
2730,15.0,362.0,64.0,0.0,1.0,0.0
2731,387.0,25.0,4.0,1.0,1.0,2.0
2732,29.0,340.0,1.0,0.0,1.0,0.0
2733,39.0,474.0,0.0,0.0,1.0,0.0
2734,2.0,349.0,8.0,0.0,1.0,0.0
2735,222.0,6.0,6.0,0.0,1.0,2.0
2736,290.0,8.0,31.0,1.0,1.0,0.0
2737,479.0,251.0,0.0,0.0,1.0,2.0
2738,1.0,340.0,140.0,0.0,1.0,0.0
2739,32.0,363.0,0.0,1.0,1.0,0.0
2740,22.0,1.0,606.0,0.0,1.0,0.0
2741,259.0,2.0,37.0,0.0,1.0,2.0
2742,108.0,3.0,0.0,0.0,1.0,2.0
2743,11.0,5.0,615.0,0.0,1.0,0.0
2744,72.0,347.0,6.0,0.0,1.0,2.0
2745,23.0,523.0,4.0,0.0,1.0,0.0
2746,7.0,324.0,4.0,0.0,1.0,0.0
2747,42.0,397.0,1.0,0.0,1.0,2.0
2748,19.0,2.0,725.0,0.0,1.0,0.0
2749,239.0,19.0,45.0,2.0,1.0,2.0
2750,4.0,349.0,1.0,0.0,1.0,0.0
2751,279.0,14.0,0.0,2.0,1.0,2.0
2752,29.0,409.0,11.0,1.0,1.0,0.0
2753,230.0,5.0,3.0,0.0,1.0,2.0
2754,445.0,125.0,65.0,0.0,1.0,2.0
2755,46.0,331.0,0.0,3.0,1.0,0.0
2756,347.0,29.0,178.0,0.0,1.0,2.0
2757,417.0,1.0,7.0,1.0,1.0,2.0
2758,215.0,394.0,4.0,0.0,1.0,2.0
2759,401.0,67.0,25.0,4.0,1.0,2.0
2760,240.0,22.0,64.0,1.0,1.0,2.0
2761,279.0,38.0,7.0,0.0,1.0,2.0
2762,430.0,167.0,11.0,0.0,1.0,0.0
2763,337.0,25.0,5.0,0.0,1.0,2.0
2764,2.0,1.0,497.0,0.0,1.0,0.0
2765,22.0,438.0,1.0,0.0,1.0,2.0
2766,0.0,1.0,736.0,0.0,1.0,0.0
2767,262.0,131.0,25.0,0.0,1.0,2.0
2768,287.0,93.0,7.0,0.0,1.0,2.0
2769,44.0,0.0,696.0,0.0,1.0,0.0
2770,74.0,465.0,167.0,0.0,1.0,0.0
2771,343.0,23.0,1.0,0.0,1.0,2.0
2772,376.0,86.0,3.0,1.0,1.0,0.0
2773,0.0,14.0,6.0,0.0,1.0,0.0
2774,360.0,3.0,36.0,0.0,1.0,2.0
2775,2.0,355.0,10.0,0.0,1.0,0.0
2776,320.0,2.0,0.0,1.0,1.0,0.0
2777,276.0,15.0,2.0,0.0,1.0,2.0
2778,285.0,2.0,4.0,0.0,1.0,2.0
2779,199.0,233.0,0.0,3.0,1.0,2.0
2780,296.0,4.0,1.0,0.0,1.0,0.0
2781,383.0,30.0,91.0,12.0,1.0,2.0
2782,239.0,25.0,66.0,0.0,1.0,2.0
2783,11.0,309.0,2.0,0.0,1.0,0.0
2784,46.0,352.0,0.0,2.0,1.0,0.0
2785,38.0,362.0,7.0,0.0,1.0,0.0
2786,315.0,21.0,2.0,0.0,1.0,2.0
2787,8.0,67.0,420.0,0.0,1.0,0.0
2788,23.0,371.0,20.0,0.0,1.0,0.0
2789,7.0,349.0,68.0,1.0,1.0,0.0
2790,2.0,342.0,72.0,0.0,1.0,0.0
2791,264.0,4.0,217.0,0.0,1.0,2.0
2792,45.0,1.0,496.0,1.0,1.0,0.0
2793,26.0,403.0,2.0,0.0,1.0,0.0
2794,329.0,45.0,1.0,1.0,1.0,2.0
2795,324.0,167.0,1.0,0.0,1.0,0.0
2796,372.0,22.0,0.0,0.0,1.0,2.0
2797,289.0,58.0,226.0,26.0,1.0,2.0
2798,14.0,323.0,1.0,0.0,1.0,2.0
2799,2.0,1.0,557.0,0.0,1.0,0.0
2800,306.0,20.0,3.0,1.0,1.0,2.0
2801,435.0,60.0,1.0,0.0,1.0,0.0
2802,81.0,392.0,11.0,0.0,1.0,2.0
2803,5.0,432.0,1.0,0.0,1.0,0.0
2804,277.0,1.0,1.0,0.0,1.0,2.0
2805,282.0,44.0,0.0,1.0,1.0,2.0
2806,258.0,65.0,9.0,0.0,1.0,2.0
2807,37.0,232.0,666.0,0.0,1.0,0.0
2808,219.0,56.0,2.0,0.0,1.0,2.0
2809,305.0,46.0,18.0,0.0,1.0,2.0
2810,387.0,69.0,6.0,0.0,1.0,2.0
2811,308.0,79.0,0.0,0.0,1.0,2.0
2812,343.0,10.0,43.0,2.0,1.0,2.0
2813,12.0,80.0,471.0,0.0,1.0,0.0
2814,19.0,14.0,642.0,0.0,1.0,2.0
2815,12.0,432.0,29.0,0.0,1.0,0.0
2816,43.0,449.0,2.0,0.0,1.0,2.0
2817,98.0,0.0,674.0,0.0,1.0,2.0
2818,488.0,3.0,7.0,0.0,1.0,2.0
2819,330.0,173.0,11.0,0.0,1.0,2.0
2820,244.0,7.0,1.0,0.0,1.0,2.0
2821,265.0,5.0,44.0,0.0,1.0,2.0
2822,121.0,450.0,0.0,2.0,1.0,2.0
2823,274.0,124.0,44.0,0.0,1.0,0.0
2824,362.0,90.0,156.0,0.0,1.0,2.0
2825,31.0,385.0,1.0,0.0,1.0,0.0
2826,411.0,95.0,2.0,0.0,1.0,2.0
2827,21.0,573.0,1.0,0.0,1.0,0.0
2828,305.0,0.0,0.0,0.0,1.0,2.0
2829,300.0,4.0,40.0,1.0,1.0,2.0
2830,430.0,0.0,0.0,0.0,1.0,2.0
2831,13.0,353.0,8.0,0.0,1.0,0.0
2832,198.0,10.0,94.0,0.0,1.0,2.0
2833,440.0,9.0,3.0,0.0,1.0,0.0
2834,232.0,62.0,10.0,1.0,1.0,2.0
2835,98.0,550.0,3.0,0.0,1.0,0.0
2836,279.0,35.0,63.0,0.0,1.0,2.0
2837,34.0,498.0,5.0,0.0,1.0,0.0
2838,222.0,10.0,1.0,0.0,1.0,2.0
2839,142.0,490.0,13.0,0.0,1.0,0.0
2840,21.0,487.0,18.0,0.0,1.0,0.0
2841,2.0,19.0,525.0,0.0,1.0,0.0
2842,18.0,544.0,1.0,0.0,1.0,0.0
2843,236.0,15.0,116.0,5.0,1.0,2.0
2844,2.0,445.0,1.0,0.0,1.0,0.0
2845,195.0,1.0,13.0,0.0,1.0,0.0
2846,227.0,23.0,1.0,0.0,1.0,2.0
2847,235.0,480.0,5.0,1.0,1.0,0.0
2848,448.0,8.0,11.0,2.0,1.0,0.0
2849,318.0,32.0,2.0,0.0,1.0,2.0
2850,6.0,426.0,1.0,0.0,1.0,0.0
2851,432.0,60.0,46.0,0.0,1.0,2.0
2852,221.0,1.0,1.0,0.0,1.0,2.0
2853,18.0,348.0,2.0,0.0,1.0,0.0
2854,20.0,347.0,2.0,0.0,1.0,0.0
2855,257.0,14.0,84.0,1.0,1.0,2.0
2856,246.0,0.0,103.0,1.0,1.0,2.0
2857,407.0,1.0,1.0,0.0,1.0,2.0
2858,2.0,374.0,23.0,0.0,1.0,0.0
2859,12.0,16.0,651.0,0.0,1.0,0.0
2860,252.0,24.0,13.0,0.0,1.0,2.0
2861,303.0,3.0,3.0,0.0,1.0,2.0
2862,273.0,23.0,1.0,0.0,1.0,0.0
2863,344.0,7.0,24.0,4.0,1.0,2.0
2864,256.0,27.0,13.0,2.0,1.0,2.0
2865,7.0,511.0,0.0,1.0,1.0,0.0
2866,8.0,364.0,12.0,0.0,1.0,0.0
2867,336.0,200.0,64.0,0.0,1.0,2.0
2868,246.0,32.0,53.0,2.0,1.0,2.0
2869,9.0,389.0,3.0,0.0,1.0,0.0
2870,244.0,49.0,9.0,3.0,1.0,2.0
2871,357.0,38.0,22.0,0.0,1.0,2.0
2872,12.0,450.0,3.0,0.0,1.0,0.0
2873,11.0,358.0,0.0,2.0,1.0,0.0
2874,33.0,246.0,3.0,0.0,1.0,2.0
2875,383.0,18.0,1.0,1.0,1.0,2.0
2876,433.0,2.0,1.0,0.0,1.0,2.0
2877,40.0,28.0,559.0,0.0,1.0,0.0
2878,230.0,2.0,49.0,0.0,1.0,2.0
2879,330.0,14.0,11.0,0.0,1.0,2.0
2880,40.0,454.0,3.0,0.0,1.0,0.0
2881,3.0,543.0,117.0,0.0,1.0,0.0
2882,1.0,484.0,10.0,0.0,1.0,0.0
2883,10.0,4.0,740.0,0.0,1.0,0.0
2884,4.0,391.0,1.0,0.0,1.0,0.0
2885,12.0,418.0,3.0,0.0,1.0,0.0
2886,17.0,32.0,858.0,0.0,1.0,2.0
2887,174.0,11.0,3.0,0.0,1.0,2.0
2888,179.0,12.0,2.0,0.0,1.0,2.0
2889,84.0,473.0,5.0,0.0,1.0,2.0
2890,243.0,3.0,29.0,0.0,1.0,0.0
2891,260.0,190.0,1.0,0.0,1.0,0.0
2892,292.0,18.0,2.0,0.0,1.0,2.0
2893,340.0,117.0,43.0,0.0,1.0,2.0
2894,17.0,568.0,4.0,0.0,1.0,2.0
2895,2.0,7.0,481.0,0.0,1.0,0.0
2896,197.0,12.0,0.0,2.0,1.0,2.0
2897,259.0,17.0,159.0,1.0,1.0,0.0
2898,65.0,2.0,792.0,0.0,1.0,0.0
2899,371.0,281.0,4.0,3.0,1.0,2.0
2900,1.0,424.0,4.0,0.0,2.0,0.0
2901,237.0,1.0,88.0,0.0,1.0,2.0
2902,5.0,305.0,1.0,0.0,1.0,0.0
2903,377.0,66.0,5.0,0.0,1.0,0.0
2904,194.0,372.0,0.0,1.0,1.0,2.0
2905,7.0,2.0,710.0,0.0,1.0,2.0
2906,438.0,13.0,2.0,0.0,1.0,0.0
2907,1.0,352.0,1.0,0.0,1.0,0.0
2908,255.0,86.0,5.0,1.0,1.0,2.0
2909,3.0,395.0,16.0,0.0,1.0,0.0
2910,375.0,44.0,247.0,0.0,1.0,2.0
2911,5.0,367.0,2.0,0.0,1.0,0.0
2912,351.0,16.0,2.0,0.0,1.0,2.0
2913,2.0,58.0,527.0,0.0,1.0,0.0
2914,11.0,435.0,23.0,0.0,1.0,0.0
2915,13.0,15.0,585.0,0.0,2.5,0.0
2916,351.0,34.0,2.0,0.0,1.0,0.0
2917,41.0,22.0,518.0,0.0,1.0,2.0
2918,292.0,2.0,4.0,6.0,1.0,2.0
2919,10.0,479.0,104.0,1.0,1.0,0.0
2920,420.0,33.0,1.0,0.0,1.0,2.0
2921,27.0,442.0,5.0,0.0,1.0,2.0
2922,2.0,510.0,1.0,0.0,1.0,0.0
2923,318.0,0.0,0.0,0.0,2.0,2.0
2924,250.0,2.0,10.0,0.0,1.0,2.0
2925,311.0,110.0,3.0,0.0,1.0,2.0
2926,299.0,202.0,8.0,0.0,1.0,2.0
2927,167.0,0.0,635.0,0.0,1.0,0.0
2928,285.0,53.0,40.0,0.0,1.0,0.0
2929,220.0,16.0,4.0,0.0,1.0,2.0
2930,1.0,431.0,1.0,0.0,1.0,0.0
2931,257.0,43.0,64.0,0.0,1.0,2.0
2932,350.0,2.0,8.0,0.0,1.0,2.0
2933,294.0,14.0,114.0,0.0,1.0,2.0
2934,2.0,33.0,519.0,0.0,1.0,0.0
2935,3.0,307.0,1.0,0.0,1.0,0.0
2936,14.0,370.0,6.0,0.0,1.0,0.0
2937,342.0,61.0,1.0,0.0,1.0,2.0
2938,33.0,438.0,0.0,1.0,1.0,0.0
2939,462.0,16.0,0.0,2.0,1.0,0.0
2940,110.0,6.0,520.0,1.0,1.0,2.0
2941,341.0,22.0,17.0,0.0,1.0,2.0
2942,1.0,426.0,32.0,0.0,1.0,0.0
2943,12.0,340.0,4.0,0.0,1.0,0.0
2944,172.0,325.0,3.0,0.0,1.0,2.0
2945,6.0,400.0,2.0,0.0,2.0,0.0
2946,23.0,17.0,786.0,0.0,1.0,0.0
2947,335.0,1.0,9.0,0.0,1.0,2.0
2948,3.0,1.0,638.0,0.0,1.0,0.0
2949,245.0,102.0,28.0,0.0,1.0,2.0
2950,3.0,450.0,47.0,0.0,1.0,0.0
2951,363.0,189.0,32.0,0.0,1.0,2.0
2952,0.0,316.0,0.0,1.0,1.0,0.0
2953,238.0,21.0,5.0,0.0,1.0,2.0
2954,346.0,53.0,3.0,0.0,1.0,0.0
2955,1.0,393.0,1.0,0.0,1.0,0.0
2956,59.0,35.0,510.0,8.0,1.0,0.0
2957,407.0,35.0,58.0,0.0,1.0,2.0
2958,513.0,1.0,13.0,1.0,1.0,0.0
2959,222.0,32.0,23.0,0.0,1.0,0.0
2960,17.0,402.0,1.0,0.0,1.0,0.0
2961,4.0,3.0,537.0,0.0,1.0,0.0
2962,332.0,37.0,2.0,8.0,1.0,2.0
2963,5.0,419.0,86.0,0.0,1.0,2.0
2964,264.0,16.0,27.0,0.0,1.0,2.0
2965,236.0,135.0,7.0,0.0,1.0,0.0
2966,69.0,32.0,196.0,0.0,1.0,2.0
2967,268.0,213.0,2.0,0.0,1.0,0.0
2968,377.0,2.0,1.0,14.0,1.0,2.0
2969,3.0,5.0,466.0,0.0,1.0,0.0
2970,264.0,0.0,5.0,0.0,1.0,2.0
2971,448.0,2.0,0.0,4.0,1.0,2.0
2972,459.0,186.0,2.0,8.0,1.0,2.0
2973,231.0,5.0,12.0,0.0,1.0,2.0
2974,191.0,1.0,1.0,0.0,1.0,2.0
2975,22.0,1.0,0.0,0.0,1.0,0.0
2976,444.0,11.0,4.0,0.0,1.0,2.0
2977,240.0,161.0,14.0,0.0,1.0,0.0
2978,223.0,310.0,2.0,1.0,1.0,2.0
2979,350.0,32.0,1.0,0.0,1.0,2.0
2980,371.0,1.0,0.0,2.0,1.0,0.0
2981,18.0,333.0,0.0,0.0,1.0,2.0
2982,245.0,7.0,49.0,5.0,1.0,2.0
2983,348.0,2.0,48.0,0.0,1.0,2.0
2984,2.0,43.0,557.0,0.0,1.0,0.0
2985,105.0,1.0,649.0,0.0,1.0,0.0
2986,165.0,371.0,2.0,0.0,1.0,0.0
2987,269.0,1.0,0.0,1.0,1.0,2.0
2988,6.0,508.0,7.0,0.0,1.0,0.0
2989,58.0,423.0,3.0,0.0,1.0,0.0
2990,12.0,349.0,0.0,3.0,1.0,0.0
2991,279.0,13.0,68.0,1.0,1.0,0.0
2992,307.0,81.0,8.0,0.0,1.0,2.0
2993,4.0,359.0,2.0,0.0,1.0,0.0
2994,324.0,0.0,1.0,4.0,1.0,2.0
2995,17.0,23.0,712.0,0.0,1.0,0.0
2996,643.0,2.0,25.0,0.0,1.0,2.0
2997,294.0,13.0,2.0,0.0,1.0,2.0
2998,373.0,3.0,6.0,0.0,1.0,2.0
2999,46.0,3.0,810.0,0.0,1.0,0.0
3000,45.0,2.0,499.0,0.0,1.0,0.0
3001,272.0,111.0,1.0,0.0,1.0,2.0
3002,360.0,2.0,3.0,0.0,1.0,2.0
3003,264.0,4.0,8.0,0.0,1.0,2.0
3004,7.0,103.0,530.0,0.0,1.0,0.0
3005,267.0,208.0,3.0,0.0,1.0,2.0
3006,472.0,31.0,24.0,1.0,1.0,2.0
3007,4.0,3.0,492.0,0.0,1.0,0.0
3008,26.0,383.0,0.0,8.0,1.0,0.0
3009,231.0,30.0,15.0,0.0,1.0,2.0
3010,263.0,2.0,24.0,0.0,1.0,2.0
3011,178.0,33.0,8.0,0.0,1.0,2.0
3012,35.0,0.0,876.0,0.0,1.0,2.0
3013,243.0,2.0,0.0,1.0,1.0,0.0
3014,299.0,94.0,29.0,0.0,1.0,2.0
3015,30.0,514.0,1.0,0.0,1.0,0.0
3016,383.0,257.0,4.0,0.0,1.0,2.0
3017,56.0,35.0,1.0,1.0,1.0,0.0
3018,41.0,284.0,36.0,0.0,1.0,2.0
3019,6.0,427.0,2.0,1.0,1.0,2.0
3020,0.0,1.0,512.0,1.0,1.0,0.0
3021,584.0,4.0,1.0,0.0,1.0,2.0
3022,16.0,1.0,547.0,0.0,1.0,0.0
3023,1.0,440.0,1.0,0.0,1.0,0.0
3024,6.0,531.0,26.0,0.0,1.0,0.0
3025,277.0,15.0,29.0,0.0,1.0,2.0
3026,285.0,371.0,20.0,0.0,1.0,2.0
3027,284.0,1.0,0.0,2.0,1.0,2.0
3028,4.0,325.0,103.0,0.0,1.0,0.0
3029,239.0,10.0,1.0,0.0,1.0,0.0
3030,227.0,73.0,1.0,2.0,1.0,2.0
3031,460.0,264.0,4.0,0.0,1.0,2.0
3032,256.0,93.0,87.0,1.0,1.0,2.0
3033,352.0,5.0,14.0,0.0,1.0,2.0
3034,237.0,11.0,5.0,1.0,1.0,0.0
3035,42.0,336.0,5.0,0.0,1.0,0.0
3036,6.0,289.0,40.0,0.0,1.0,0.0
3037,272.0,103.0,0.0,0.0,1.0,2.0
3038,213.0,1.0,23.0,0.0,1.0,0.0
3039,2.0,310.0,44.0,2.0,1.0,0.0
3040,215.0,13.0,152.0,4.0,1.0,2.0
3041,10.0,462.0,3.0,0.0,1.0,0.0
3042,2.0,2.0,547.0,0.0,1.0,0.0
3043,234.0,22.0,0.0,1.0,1.0,2.0
3044,78.0,2.0,510.0,0.0,1.0,2.0
3045,267.0,33.0,11.0,0.0,1.0,0.0
3046,16.0,484.0,1.0,0.0,1.0,0.0
3047,308.0,83.0,10.0,0.0,1.0,2.0
3048,393.0,31.0,4.0,0.0,1.0,0.0
3049,10.0,424.0,1.0,0.0,1.0,0.0
3050,53.0,311.0,12.0,0.0,1.0,0.0
3051,711.0,0.0,0.0,0.0,1.0,2.0
3052,86.0,218.0,43.0,0.0,1.0,2.0
3053,28.0,1.0,751.0,0.0,1.0,2.0
3054,393.0,11.0,3.0,5.0,1.0,2.0
3055,61.0,435.0,1.0,0.0,1.0,0.0
3056,204.0,26.0,22.0,1.0,1.0,2.0
3057,3.0,441.0,3.0,0.0,1.0,0.0
3058,12.0,316.0,1.0,0.0,1.0,0.0
3059,15.0,330.0,30.0,0.0,1.0,0.0
3060,295.0,10.0,48.0,1.0,1.0,2.0
3061,496.0,4.0,10.0,0.0,1.0,0.0
3062,6.0,405.0,128.0,0.0,1.0,0.0
3063,1.0,1.0,587.0,0.0,1.0,0.0
3064,333.0,25.0,6.0,0.0,1.0,2.0
3065,7.0,3.0,591.0,0.0,1.0,0.0
3066,421.0,3.0,5.0,0.0,1.0,2.0
3067,14.0,2.0,639.0,0.0,1.0,0.0
3068,293.0,2.0,1.0,0.0,1.0,0.0
3069,212.0,1.0,31.0,2.0,1.0,0.0
3070,262.0,13.0,4.0,0.0,1.0,2.0
3071,2.0,0.0,583.0,2.0,1.0,0.0
3072,16.0,450.0,1.0,0.0,1.0,0.0
3073,8.0,265.0,7.0,0.0,1.0,0.0
3074,255.0,16.0,3.0,0.0,1.0,0.0
3075,10.0,3.0,627.0,0.0,1.0,0.0
3076,339.0,0.0,2.0,0.0,1.0,2.0
3077,231.0,1.0,3.0,7.0,1.0,2.0
3078,0.0,13.0,530.0,0.0,1.0,0.0
3079,298.0,5.0,1.0,0.0,1.0,2.0
3080,415.0,103.0,29.0,0.0,1.0,2.0
3081,331.0,10.0,4.0,0.0,1.0,2.0
3082,299.0,13.0,2.0,0.0,1.0,0.0
3083,201.0,137.0,0.0,16.0,1.0,0.0
3084,2.0,322.0,3.0,0.0,1.0,0.0
3085,318.0,1.0,0.0,1.0,1.0,2.0
3086,313.0,2.0,4.0,0.0,1.0,2.0
3087,228.0,354.0,13.0,0.0,1.0,0.0
3088,1.0,324.0,15.0,0.0,1.0,0.0
3089,5.0,36.0,320.0,0.0,1.0,2.0
3090,258.0,41.0,1.0,3.0,1.0,2.0
3091,35.0,316.0,5.0,0.0,1.0,0.0
3092,461.0,93.0,6.0,0.0,1.0,2.0
3093,12.0,342.0,0.0,0.0,1.0,0.0
3094,277.0,85.0,1.0,0.0,1.0,2.0
3095,350.0,4.0,1.0,0.0,1.0,2.0
3096,55.0,405.0,2.0,3.0,1.0,0.0
3097,33.0,6.0,540.0,0.0,1.0,0.0
3098,217.0,14.0,2.0,0.0,1.0,2.0
3099,81.0,362.0,8.0,0.0,1.0,0.0
3100,449.0,0.0,1.0,0.0,1.0,0.0
3101,9.0,1.0,560.0,0.0,1.0,0.0
3102,411.0,36.0,10.0,0.0,1.0,2.0
3103,349.0,11.0,1.0,0.0,1.0,2.0
3104,381.0,6.0,12.0,2.0,1.0,0.0
3105,259.0,92.0,1.0,0.0,1.0,2.0
3106,3.0,380.0,1.0,0.0,1.0,0.0
3107,26.0,28.0,642.0,0.0,1.0,0.0
3108,144.0,66.0,503.0,0.0,1.0,0.0
3109,4.0,0.0,507.0,0.0,1.0,0.0
3110,112.0,373.0,3.0,0.0,1.0,2.0
3111,56.0,376.0,2.0,0.0,1.0,2.0
3112,364.0,30.0,9.0,0.0,1.0,2.0
3113,405.0,41.0,37.0,0.0,1.0,2.0
3114,381.0,20.0,8.0,3.0,1.0,2.0
3115,215.0,6.0,54.0,0.0,1.0,0.0
3116,302.0,61.0,3.0,0.0,1.0,2.0
3117,336.0,3.0,90.0,1.0,1.0,2.0
3118,310.0,10.0,3.0,0.0,1.0,2.0
3119,257.0,36.0,1.0,0.0,1.0,2.0
3120,303.0,11.0,0.0,17.0,1.0,0.0
3121,1.0,367.0,11.0,0.0,1.0,0.0
3122,415.0,30.0,0.0,2.0,1.0,2.0
3123,274.0,0.0,335.0,1.0,1.0,0.0
3124,271.0,4.0,56.0,0.0,1.0,2.0
3125,23.0,338.0,2.0,0.0,1.0,0.0
3126,177.0,1.0,9.0,0.0,1.0,2.0
3127,3.0,314.0,34.0,0.0,1.0,0.0
3128,250.0,1.0,7.0,1.0,1.0,2.0
3129,1.0,4.0,499.0,0.0,1.0,0.0
3130,458.0,23.0,17.0,0.0,1.0,0.0
3131,48.0,379.0,2.0,1.0,1.0,0.0
3132,1.0,382.0,1.0,0.0,1.0,0.0
3133,178.0,360.0,41.0,0.0,1.0,0.0
3134,17.0,309.0,17.0,0.0,1.0,0.0
3135,309.0,1.0,5.0,0.0,1.0,2.0
3136,4.0,6.0,537.0,0.0,1.0,0.0
3137,4.0,384.0,14.0,0.0,1.0,0.0
3138,69.0,29.0,557.0,0.0,1.0,0.0
3139,1.0,1.0,605.0,0.0,1.0,0.0
3140,408.0,1.0,2.0,0.0,1.0,2.0
